,Date,Date (Month),Hurricane,Lat (N),Lat from 20,Long (W),Long from 80,Max_Wind,Month from 9,Start
376,19001010,10,0,21.0,1.0,91.4,11.400000000000006,50,1, TS
377,19001024,10,0,15.0,5.0,64.5,15.5,50,1, TD
378,19010611,6,0,19.3,0.6999999999999993,82.3,2.299999999999997,50,3, TD
379,19010701,7,0,9.0,11.0,54.0,26.0,50,2, TS
380,19010704,7,1,9.5,10.5,55.5,24.5,50,2, TD
381,19010802,8,1,32.6,12.600000000000001,38.4,41.6,50,1, TD
382,19010818,8,0,11.5,8.5,53.0,27.0,50,1, TD
383,19010825,8,1,16.0,4.0,22.0,58.0,50,1, TS
384,19010829,8,1,13.6,6.4,22.4,57.6,50,1, TD
385,19010909,9,1,17.6,2.3999999999999986,50.7,29.299999999999997,50,0, TS
386,19010912,9,0,11.1,8.9,28.1,51.9,50,0, TS
387,19010921,9,0,13.7,6.300000000000001,73.0,7.0,50,0, TS
388,19011005,10,0,12.0,8.0,51.5,28.5,50,1, TS
389,19011015,10,0,21.0,1.0,80.0,0.0,50,1, TD
390,19011030,10,1,19.3,0.6999999999999993,67.3,12.700000000000003,50,1, TD
391,19020612,6,0,17.7,2.3000000000000007,84.0,4.0,50,3, TD
392,19020621,6,1,17.2,2.8000000000000007,92.1,12.099999999999994,50,3, TD
393,19020916,9,1,7.7,12.3,30.8,49.2,50,0, TS
394,19021003,10,1,14.0,6.0,93.8,13.799999999999997,50,1, TD
395,19021101,11,0,20.0,0.0,67.3,12.700000000000003,50,2, TD
396,19030721,7,1,20.0,0.0,67.8,12.200000000000003,50,2, TS
397,19030806,8,1,11.8,8.2,42.3,37.7,50,1, TS
398,19030909,9,1,21.4,1.3999999999999986,72.4,7.599999999999994,50,0, TS
399,19030912,9,1,22.5,2.5,55.6,24.4,60,0, TS
400,19030919,9,0,20.8,0.8000000000000007,71.6,8.400000000000006,50,0, TD
401,19030926,9,1,22.9,2.8999999999999986,58.8,21.200000000000003,50,0, TS
402,19031001,10,1,17.7,2.3000000000000007,57.3,22.700000000000003,60,1, TS
403,19031005,10,0,25.5,5.5,72.5,7.5,50,1, TS
404,19031021,10,0,21.2,1.1999999999999993,72.0,8.0,50,1, TD
405,19031117,11,1,19.0,1.0,37.0,43.0,50,2, TS
406,19040610,6,1,13.0,7.0,80.5,0.5,50,3, TD
407,19040908,9,1,16.2,3.8000000000000007,54.0,26.0,50,0, TS
408,19040928,9,1,12.0,8.0,80.0,0.0,50,0, TD
409,19041012,10,1,15.3,4.699999999999999,75.7,4.299999999999997,50,1, TS
410,19041019,10,0,25.8,5.800000000000001,45.4,34.6,50,1, TS
411,19041031,10,0,20.0,0.0,91.3,11.299999999999997,50,1, TS
412,19050906,9,0,11.6,8.4,58.5,21.5,50,0, TS
413,19050911,9,0,19.5,0.5,51.0,29.0,50,0, TS
414,19050924,9,0,17.7,2.3000000000000007,84.0,4.0,50,0, TS
415,19051001,10,1,11.0,9.0,79.2,0.7999999999999972,50,1, TD
416,19051005,10,0,23.0,3.0,88.9,8.900000000000006,50,1, TS
417,19060608,6,0,19.4,0.6000000000000014,83.6,3.5999999999999943,50,3, TS
418,19060614,6,1,22.9,2.8999999999999986,76.4,3.5999999999999943,50,3, TS
419,19060822,8,0,28.7,8.7,53.1,26.9,50,1, TD
420,19060825,8,1,14.0,6.0,21.0,59.0,50,1, TS
421,19060903,9,1,10.2,9.8,33.0,47.0,50,0, TS
422,19060919,9,1,12.0,8.0,77.0,3.0,50,0, TD
423,19060922,9,0,30.3,10.3,31.9,48.1,50,0, TS
424,19061008,10,1,11.3,8.7,76.4,3.5999999999999943,50,1, TS
425,19061014,10,0,33.7,13.700000000000003,62.0,18.0,50,1, TS
426,19061015,10,0,21.0,1.0,69.4,10.599999999999994,50,1, TS
427,19061105,11,1,18.5,1.5,82.5,2.5,50,2, TD
428,19070624,6,0,16.0,4.0,78.0,2.0,50,3, TS
429,19070918,9,0,25.0,5.0,79.0,1.0,50,0, TD
430,19070927,9,0,22.3,2.3000000000000007,94.1,14.099999999999994,50,0, TS
431,19071017,10,0,26.3,6.300000000000001,67.4,12.599999999999994,50,1, TS
432,19071106,11,0,31.5,11.5,39.7,40.3,50,2, TS
433,19080306,3,1,23.8,3.8000000000000007,60.2,19.799999999999997,50,6, TS
434,19080524,5,1,21.0,1.0,71.7,8.299999999999997,50,4, TD
435,19080724,7,1,27.5,7.5,75.0,5.0,50,2, TD
436,19080729,7,0,29.6,9.600000000000001,94.0,14.0,50,2, TD
437,19080830,8,0,33.0,13.0,72.5,7.5,50,1, TS
438,19080907,9,1,15.4,4.6,51.7,28.299999999999997,50,0, TS
439,19080916,9,0,24.7,4.699999999999999,90.5,10.5,50,0, TS
440,19080921,9,1,12.5,7.5,46.0,34.0,50,0, TS
441,19081014,10,1,11.7,8.3,78.5,1.5,50,1, TD
442,19081019,10,0,35.0,15.0,72.0,8.0,50,1, EX
443,19090615,6,0,10.6,9.4,82.5,2.5,50,3, TD
444,19090625,6,1,25.0,5.0,84.0,4.0,50,3, TS
445,19090626,6,0,21.0,1.0,72.0,8.0,50,3, TD
446,19090713,7,1,12.3,7.699999999999999,60.5,19.5,50,2, TD
447,19090806,8,0,16.6,3.3999999999999986,79.5,0.5,50,1, TD
448,19090820,8,1,15.4,4.6,55.3,24.700000000000003,60,1, TS
449,19090822,8,0,23.0,3.0,85.7,5.700000000000003,50,1, TD
450,19090828,8,0,23.7,3.6999999999999993,73.0,7.0,50,1, TS
451,19090913,9,1,17.5,2.5,71.0,9.0,50,0, TD
452,19090924,9,0,22.0,2.0,83.0,3.0,50,0, TD
453,19091006,10,1,10.7,9.3,76.0,4.0,50,1, TD
454,19091108,11,1,10.5,9.5,81.0,1.0,50,2, TS
455,19100823,8,0,15.0,5.0,62.0,18.0,50,1, TS
456,19100826,8,0,26.7,6.699999999999999,91.7,11.700000000000003,50,1, TD
457,19100905,9,1,17.0,3.0,58.3,21.700000000000003,60,0, TS
458,19100924,9,1,27.8,7.800000000000001,60.5,19.5,50,0, TS
459,19101009,10,1,11.2,8.8,79.5,0.5,50,1, TD
460,19110804,8,0,31.0,11.0,86.0,6.0,50,1, TD
461,19110808,8,1,25.5,5.5,82.5,2.5,50,1, TD
462,19110823,8,1,25.2,5.199999999999999,65.5,14.5,50,1, TS
463,19110903,9,1,12.0,8.0,57.0,23.0,50,0, TD
464,19110915,9,0,34.0,14.0,55.0,25.0,50,0, TS
465,19111026,10,0,22.5,2.5,75.5,4.5,50,1, TD
466,19120607,6,0,28.0,8.0,88.0,8.0,50,3, TS
467,19120712,7,0,25.0,5.0,74.0,6.0,50,2, TS
468,19120902,9,0,38.2,18.200000000000003,72.5,7.5,50,0, TD
469,19120910,9,1,29.0,9.0,84.0,4.0,50,0, TD
470,19121003,10,1,28.5,8.5,88.5,8.5,50,1, EX
471,19121011,10,1,18.5,1.5,80.7,0.7000000000000028,50,1, TS
472,19121111,11,1,11.2,8.8,79.7,0.29999999999999716,50,2, TS
473,19130621,6,1,11.0,9.0,80.0,0.0,50,3, TD
474,19130814,8,0,32.0,12.0,68.0,12.0,50,1, TD
475,19130826,8,0,12.5,7.5,21.0,59.0,50,1, TD
476,19130830,8,1,28.5,8.5,72.5,7.5,50,1, TS
477,19131002,10,1,41.0,21.0,71.0,9.0,50,1, EX
478,19131028,10,1,18.0,2.0,86.5,6.5,50,1, TS
479,19140915,9,0,25.2,5.199999999999999,76.4,3.5999999999999943,50,0, TD
480,19150731,7,1,27.4,7.399999999999999,76.5,3.5,50,2, TS
481,19150805,8,1,14.0,6.0,26.0,54.0,50,1, TD
482,19150827,8,1,18.0,2.0,44.5,35.5,50,1, TS
483,19150831,8,1,15.0,5.0,79.5,0.5,50,1, TD
484,19150919,9,0,25.5,5.5,63.5,16.5,50,0, TD
485,19150921,9,1,12.3,7.699999999999999,61.0,19.0,50,0, TS
486,19160513,5,0,21.0,1.0,80.0,0.0,50,4, TD
487,19160628,6,1,12.5,7.5,79.5,0.5,50,3, TD
488,19160710,7,1,11.5,8.5,52.1,27.9,50,2, TD
489,19160711,7,1,25.9,5.899999999999999,71.2,8.799999999999997,50,2, TS
490,19160804,8,0,24.0,4.0,94.0,14.0,50,1, TS
491,19160812,8,1,13.4,6.6,55.0,25.0,50,1, TS
492,19160821,8,1,16.0,4.0,60.3,19.700000000000003,55,1, TS
493,19160827,8,1,14.0,6.0,47.6,32.4,60,1, TS
494,19160904,9,0,24.2,4.199999999999999,75.5,4.5,50,0, TS
495,19160913,9,1,20.5,0.5,56.0,24.0,50,0, TD
496,19160917,9,1,13.0,7.0,45.5,34.5,50,0, TS
497,19161002,10,0,26.5,6.5,74.6,5.400000000000006,50,1, TS
498,19161006,10,1,11.7,8.3,59.2,20.799999999999997,50,1, TD
499,19161009,10,1,18.5,1.5,75.6,4.400000000000006,50,1, TD
500,19161111,11,0,12.3,7.699999999999999,75.5,4.5,50,2, TD
501,19170706,7,0,12.0,8.0,59.0,21.0,50,2, TD
502,19170806,8,0,32.0,12.0,67.5,12.5,50,1, TS
503,19170830,8,1,15.5,4.5,44.5,35.5,60,1, TS
504,19170920,9,1,13.4,6.6,57.1,22.9,50,0, TS
505,19180801,8,1,12.6,7.4,58.5,21.5,50,1, TS
506,19180822,8,1,12.0,8.0,57.5,22.5,60,1, TS
507,19180823,8,1,27.7,7.699999999999999,73.3,6.700000000000003,50,1, TS
508,19180831,8,0,35.0,15.0,51.0,29.0,50,1, TS
509,19180902,9,1,24.6,4.600000000000001,57.0,23.0,50,0, TS
510,19180909,9,0,13.9,6.1,59.8,20.200000000000003,50,0, TS
511,19190702,7,0,24.6,4.600000000000001,84.3,4.299999999999997,50,2, TD
512,19190902,9,1,16.0,4.0,61.0,19.0,50,0, TD
513,19190902,9,1,33.0,13.0,72.7,7.299999999999997,50,0, TD
514,19190929,9,0,27.5,7.5,75.5,4.5,50,0, TD
515,19191110,11,0,32.0,12.0,58.5,21.5,50,2, EX
516,19200907,9,1,11.1,8.9,36.6,43.4,50,0, TS
517,19200916,9,1,11.7,8.3,76.5,3.5,50,0, TD
518,19200919,9,1,30.4,10.399999999999999,76.8,3.200000000000003,50,0, TD
519,19200923,9,0,32.5,12.5,57.0,23.0,50,0, TD
520,19200925,9,1,25.0,5.0,83.0,3.0,50,0, TD
521,19210616,6,1,16.5,3.5,82.4,2.4000000000000057,50,3, TD
522,19210904,9,1,21.0,1.0,95.0,15.0,50,0, TD
523,19210906,9,1,10.0,10.0,40.0,40.0,50,0, TS
524,19210908,9,1,23.0,3.0,63.4,16.6,50,0, TS
525,19211015,10,0,24.0,4.0,84.0,4.0,50,1, TD
526,19211020,10,1,12.7,7.300000000000001,80.1,0.09999999999999432,50,1, TS
527,19211119,11,0,20.9,0.8999999999999986,65.0,15.0,50,2, TD
528,19220612,6,0,15.5,4.5,82.3,2.299999999999997,50,3, TD
529,19220913,9,1,10.4,9.6,46.8,33.2,50,0, TD
530,19220918,9,1,28.8,8.8,79.4,0.5999999999999943,50,0, TD
531,19221011,10,1,12.0,8.0,75.5,4.5,50,1, TD
532,19221012,10,0,16.5,3.5,84.5,4.5,50,1, TD
533,19230622,6,0,20.0,0.0,95.0,15.0,50,3, TD
534,19230901,9,1,29.4,9.399999999999999,73.0,7.0,50,0, TD
535,19230907,9,0,11.7,8.3,19.4,60.6,50,0, TD
536,19230910,9,1,27.0,7.0,73.0,7.0,50,0, TD
537,19230924,9,1,21.0,1.0,73.0,7.0,50,0, TS
538,19231012,10,1,10.4,9.6,93.0,13.0,50,1, TS
539,19231015,10,0,21.6,1.6000000000000014,63.8,16.200000000000003,50,1, TS
540,19231016,10,0,20.5,0.5,95.0,15.0,50,1, TS
541,19231024,10,0,19.3,0.6999999999999993,59.8,20.200000000000003,50,1, TS
542,19240618,6,0,17.6,2.3999999999999986,85.2,5.200000000000003,50,3, TS
543,19240728,7,0,28.5,8.5,78.5,1.5,50,2, TD
544,19240816,8,1,10.5,9.5,54.6,25.4,50,1, TD
545,19240826,8,1,13.7,6.300000000000001,48.0,32.0,50,1, TS
546,19240913,9,1,24.0,4.0,84.5,4.5,50,0, TS
547,19240920,9,0,15.8,4.199999999999999,22.6,57.4,50,0, TD
548,19240924,9,0,11.3,8.7,22.2,57.8,50,0, TD
549,19240927,9,0,16.5,3.5,86.0,6.0,50,0, TD
550,19241011,10,0,25.5,5.5,88.0,8.0,50,1, TD
551,19241014,10,1,15.7,4.300000000000001,83.5,3.5,50,1, TD
552,19241105,11,1,12.5,7.5,80.0,0.0,50,2, TS
553,19250818,8,1,29.0,9.0,75.5,4.5,50,1, TD
554,19250825,8,0,30.0,10.0,78.0,2.0,50,1, TD
555,19250906,9,0,22.0,2.0,93.2,13.200000000000003,50,0, TD
556,19251127,11,0,20.2,0.1999999999999993,85.9,5.900000000000006,50,2, TD
557,19260722,7,1,12.8,7.199999999999999,56.5,23.5,50,2, TS
558,19260729,7,1,16.0,4.0,46.0,34.0,50,2, TD
559,19260820,8,1,12.5,7.5,75.5,4.5,50,1, TD
560,19260901,9,1,13.8,6.199999999999999,41.2,38.8,50,0, TD
561,19260910,9,1,25.6,5.600000000000001,54.3,25.700000000000003,60,0, TS
562,19260911,9,0,16.6,3.3999999999999986,81.7,1.7000000000000028,50,0, TD
563,19260911,9,1,15.4,4.6,46.0,34.0,55,0, TS
564,19260921,9,1,29.0,9.0,49.0,31.0,50,0, TS
565,19261003,10,0,14.5,5.5,79.0,1.0,50,1, TD
566,19261014,10,1,11.5,8.5,81.2,1.2000000000000028,50,1, TD
567,19261112,11,0,11.2,8.8,79.2,0.7999999999999972,50,2, TD
568,19270818,8,1,14.0,6.0,40.0,40.0,50,1, TS
569,19270902,9,1,16.7,3.3000000000000007,20.0,60.0,50,0, TD
570,19270922,9,1,10.3,9.7,36.0,44.0,50,0, TD
571,19270923,9,1,19.0,1.0,49.2,30.799999999999997,50,0, TS
572,19270930,9,0,23.0,3.0,69.0,11.0,50,0, TD
573,19271016,10,0,16.5,3.5,87.0,7.0,50,1, TD
574,19271030,10,0,19.5,0.5,80.0,0.0,50,1, TD
575,19271119,11,0,20.5,0.5,50.4,29.6,50,2, TD
576,19280803,8,1,18.8,1.1999999999999993,63.6,16.4,50,1, TS
577,19280807,8,1,11.5,8.5,60.3,19.700000000000003,50,1, TD
578,19280901,9,0,17.2,2.8000000000000007,72.8,7.200000000000003,50,0, TD
579,19280906,9,1,14.2,5.800000000000001,17.0,63.0,50,0, TD
580,19280908,9,0,18.0,2.0,48.0,32.0,50,0, TS
581,19281010,10,1,16.7,3.3000000000000007,35.6,44.4,50,1, TS
582,19290627,6,1,21.3,1.3000000000000007,93.3,13.299999999999997,50,3, TS
583,19290919,9,1,23.0,3.0,63.6,16.4,50,0, TD
584,19290925,9,0,32.0,12.0,66.5,13.5,50,0, TD
585,19291015,10,0,31.8,11.8,37.4,42.6,50,1, TS
586,19291019,10,1,26.5,6.5,51.5,28.5,50,1, TD
587,19300821,8,1,20.6,0.6000000000000014,54.5,25.5,50,1, TS
588,19300829,8,1,12.8,7.199999999999999,43.5,36.5,50,1, TD
589,19301018,10,0,20.0,0.0,95.5,15.5,50,1, TD
590,19310624,6,0,18.0,2.0,87.0,7.0,50,3, TD
591,19310711,7,0,15.7,4.300000000000001,82.3,2.299999999999997,50,2, TD
592,19310810,8,0,13.5,6.5,61.0,19.0,50,1, TD
593,19310816,8,0,14.2,5.800000000000001,59.3,20.700000000000003,50,1, TD
594,19310901,9,0,18.6,1.3999999999999986,60.9,19.1,50,0, TD
595,19310906,9,1,12.4,7.6,62.7,17.299999999999997,50,0, TD
596,19310908,9,1,15.2,4.800000000000001,53.0,27.0,50,0, TS
597,19310923,9,1,18.5,1.5,51.7,28.299999999999997,50,0, TD
598,19311013,10,0,24.8,4.800000000000001,75.6,4.400000000000006,50,1, TD
599,19311018,10,0,17.2,2.8000000000000007,85.5,5.5,50,1, TD
600,19311101,11,0,17.5,2.5,83.5,3.5,50,2, TD
601,19311111,11,0,11.5,8.5,79.0,1.0,50,2, TD
602,19311122,11,0,22.0,2.0,63.7,16.299999999999997,50,2, TS
603,19320505,5,0,14.7,5.300000000000001,75.0,5.0,50,4, TD
604,19320812,8,1,22.0,2.0,90.3,10.299999999999997,50,1, TS
605,19320826,8,1,20.5,0.5,69.2,10.799999999999997,50,1, TD
606,19320830,8,1,18.8,1.1999999999999993,63.6,16.4,50,1, TD
607,19320904,9,0,36.8,16.799999999999997,47.2,32.8,50,0, TS
608,19320909,9,0,19.2,0.8000000000000007,93.3,13.299999999999997,50,0, TS
609,19320916,9,0,30.4,10.399999999999999,41.6,38.4,50,0, TS
610,19320918,9,0,20.8,0.8000000000000007,95.0,15.0,50,0, TD
611,19320925,9,1,16.8,3.1999999999999993,56.7,23.299999999999997,50,0, TS
612,19320928,9,0,35.5,15.5,49.0,31.0,50,0, TS
613,19321007,10,0,15.6,4.4,82.4,2.4000000000000057,50,1, TD
614,19321008,10,0,23.6,3.6000000000000014,57.0,23.0,50,1, TD
615,19321018,10,0,25.5,5.5,42.0,38.0,50,1, TS
616,19321030,10,1,15.0,5.0,55.4,24.6,50,1, TD
617,19321103,11,1,13.8,6.199999999999999,47.8,32.2,50,2, TS
618,19330514,5,0,13.3,6.699999999999999,82.0,2.0,50,4, TS
619,19330624,6,1,9.0,11.0,42.5,37.5,50,3, TD
620,19330714,7,0,14.9,5.1,60.0,20.0,50,2, TD
621,19330724,7,0,31.0,11.0,57.0,23.0,50,2, TD
622,19330724,7,1,14.0,6.0,54.5,25.5,50,2, TD
623,19330813,8,1,12.3,7.699999999999999,21.5,58.5,50,1, TD
624,19330814,8,0,14.2,5.800000000000001,65.3,14.700000000000003,50,1, TD
625,19330822,8,1,12.6,7.4,24.9,55.1,50,1, TD
626,19330823,8,0,21.2,1.1999999999999993,63.5,16.5,50,1, TD
627,19330826,8,0,18.9,1.1000000000000014,92.3,12.299999999999997,50,1, TD
628,19330831,8,1,18.1,1.8999999999999986,56.4,23.6,55,1, TS
629,19330908,9,1,15.4,4.6,56.6,23.4,50,0, TD
630,19330910,9,1,16.5,3.5,87.7,7.700000000000003,50,0, TD
631,19330916,9,1,11.3,8.7,57.9,22.1,50,0, TD
632,19330924,9,1,29.4,9.399999999999999,35.0,45.0,50,0, TS
633,19331001,10,0,20.5,0.5,70.4,9.599999999999994,50,1, TD
634,19331001,10,1,15.3,4.699999999999999,81.4,1.4000000000000057,50,1, TS
635,19331025,10,1,13.5,6.5,80.1,0.09999999999999432,50,1, TD
636,19331026,10,0,27.8,7.800000000000001,75.2,4.799999999999997,50,1, EX
637,19331115,11,0,11.2,8.8,79.9,0.09999999999999432,50,2, TD
638,19340604,6,1,17.0,3.0,87.0,7.0,50,3, TD
639,19340712,7,1,30.7,10.7,79.4,0.5999999999999943,50,2, TD
640,19340722,7,1,32.1,12.100000000000001,79.4,0.5999999999999943,50,2, TD
641,19340820,8,0,13.5,6.5,57.7,22.299999999999997,50,1, TS
642,19340826,8,1,27.4,7.399999999999999,89.4,9.400000000000006,50,1, TS
643,19340901,9,0,28.8,8.8,72.0,8.0,50,0, EX
644,19340905,9,1,23.9,3.8999999999999986,74.2,5.799999999999997,50,0, TS
645,19340916,9,0,13.2,6.800000000000001,57.2,22.799999999999997,50,0, TS
646,19340918,9,0,14.4,5.6,22.5,57.5,50,0, TD
647,19341001,10,1,26.1,6.100000000000001,38.3,41.7,60,1, TS
648,19341001,10,0,20.6,0.6000000000000014,84.0,4.0,50,1, TD
649,19341019,10,0,15.3,4.699999999999999,76.9,3.0999999999999943,50,1, TD
650,19341120,11,1,22.7,2.6999999999999993,60.7,19.299999999999997,50,2, TS
651,19350515,5,0,17.0,3.0,68.5,11.5,50,4, TD
652,19350816,8,1,10.9,9.1,56.0,24.0,50,1, TD
653,19350829,8,1,23.3,3.3000000000000007,68.8,11.200000000000003,50,1, TD
654,19350830,8,0,20.5,0.5,86.0,6.0,50,1, TD
655,19350923,9,1,14.8,5.199999999999999,74.7,5.299999999999997,50,0, TD
656,19351018,10,1,13.2,6.800000000000001,81.0,1.0,50,1, TD
657,19351030,10,1,32.3,12.299999999999997,60.9,19.1,50,1, TS
658,19351103,11,0,34.0,14.0,61.5,18.5,50,2, TD
659,19360612,6,0,18.1,1.8999999999999986,87.3,7.299999999999997,50,3, TD
660,19360619,6,0,22.3,2.3000000000000007,90.4,10.400000000000006,50,3, TD
661,19360626,6,1,26.2,6.199999999999999,95.5,15.5,50,3, TS
662,19360726,7,0,23.2,3.1999999999999993,84.5,4.5,50,2, TD
663,19360727,7,1,23.6,3.6000000000000014,74.0,6.0,50,2, TD
664,19360804,8,0,18.8,1.1999999999999993,60.0,20.0,50,1, TD
665,19360807,8,0,26.6,6.600000000000001,87.7,7.700000000000003,50,1, TD
666,19360815,8,1,20.6,0.6000000000000014,86.8,6.799999999999997,50,1, TS
667,19360820,8,0,25.5,5.5,76.3,3.700000000000003,50,1, TD
668,19360825,8,1,13.3,6.699999999999999,25.5,54.5,50,1, TD
669,19360828,8,1,18.1,1.8999999999999986,86.2,6.200000000000003,50,1, TD
670,19360907,9,0,20.8,0.8000000000000007,57.8,22.200000000000003,50,0, TS
671,19360908,9,1,13.1,6.9,48.5,31.5,50,0, TD
672,19360909,9,0,19.0,1.0,94.0,14.0,50,0, TD
673,19360918,9,1,19.0,1.0,59.7,20.299999999999997,50,0, TD
674,19361009,10,0,20.3,0.3000000000000007,91.3,11.299999999999997,50,1, TS
675,19361202,12,0,27.0,7.0,27.0,53.0,50,3, EX
676,19370729,7,0,26.5,6.5,85.7,5.700000000000003,50,2, TD
677,19370802,8,0,22.8,2.8000000000000007,75.5,4.5,50,1, TD
678,19370824,8,0,17.5,2.5,61.0,19.0,50,1, TD
679,19370909,9,1,17.9,2.1000000000000014,54.5,25.5,50,0, TS
680,19370910,9,0,31.3,11.3,65.5,14.5,50,0, TS
681,19370913,9,1,17.0,3.0,56.4,23.6,50,0, TS
682,19370916,9,0,23.1,3.1000000000000014,94.2,14.200000000000003,50,0, TS
683,19370920,9,1,15.2,4.800000000000001,43.3,36.7,65,0, HU
684,19370926,9,0,23.2,3.1999999999999993,79.4,0.5999999999999943,50,0, TD
685,19371002,10,0,24.5,4.5,87.7,7.700000000000003,50,1, TS
686,19371018,10,1,35.4,15.399999999999999,45.3,34.7,50,1, EX
687,19380101,1,1,32.3,12.299999999999997,40.6,39.4,50,8, EX
688,19380808,8,0,17.5,2.5,62.3,17.700000000000003,60,1, TS
689,19380810,8,1,11.2,8.8,58.6,21.4,50,1, TS
690,19380823,8,1,13.9,6.1,73.8,6.200000000000003,50,1, TS
691,19380909,9,0,13.0,7.0,46.0,34.0,50,0, TD
692,19380909,9,1,12.8,7.199999999999999,19.4,60.6,50,0, TD
693,19381010,10,0,16.0,4.0,87.5,7.5,50,1, TD
694,19381016,10,0,32.0,12.0,64.0,16.0,50,1, TD
695,19381107,11,0,20.2,0.1999999999999993,72.4,7.599999999999994,50,2, TS
696,19390612,6,0,17.6,2.3999999999999986,87.8,7.799999999999997,50,3, TD
697,19390807,8,1,19.3,0.6999999999999993,63.9,16.1,50,1, TD
698,19390815,8,0,31.4,11.399999999999999,62.0,18.0,50,1, TD
699,19390923,9,0,19.3,0.6999999999999993,94.2,14.200000000000003,50,0, TS
700,19391011,10,1,17.5,2.5,62.5,17.5,50,1, TD
701,19391028,10,1,15.0,5.0,82.0,2.0,50,1, TD
702,19400519,5,0,22.0,2.0,71.0,9.0,50,4, TS
703,19400803,8,1,28.5,8.5,83.1,3.0999999999999943,50,1, TD
704,19400805,8,1,18.9,1.1000000000000014,64.8,15.200000000000003,50,1, TS
705,19400826,8,1,26.2,6.199999999999999,65.3,14.700000000000003,50,1, TD
706,19400907,9,1,15.2,4.800000000000001,47.3,32.7,50,0, TD
707,19400918,9,0,12.0,8.0,81.5,1.5,50,0, TD
708,19400922,9,1,29.3,9.3,49.4,30.6,50,0, TS
709,19401020,10,1,12.0,8.0,79.1,0.9000000000000057,50,1, TD
710,19401024,10,0,22.0,2.0,72.5,7.5,50,1, TS
711,19410911,9,0,27.1,7.100000000000001,86.7,6.700000000000003,50,0, TD
712,19410917,9,1,23.7,3.6999999999999993,88.0,8.0,50,0, TD
713,19410918,9,1,26.8,6.800000000000001,78.7,1.2999999999999972,50,0, TD
714,19410923,9,1,13.7,6.300000000000001,60.3,19.700000000000003,50,0, TD
715,19411003,10,1,21.2,1.1999999999999993,62.4,17.6,50,1, TS
716,19411015,10,0,20.7,0.6999999999999993,69.0,11.0,50,1, TD
717,19420803,8,0,16.2,3.8000000000000007,85.2,5.200000000000003,50,1, TD
718,19420817,8,1,19.0,1.0,85.5,5.5,50,1, TD
719,19420823,8,1,14.8,5.199999999999999,74.0,6.0,50,1, TD
720,19420825,8,1,27.5,7.5,62.5,17.5,65,1, HU
721,19420915,9,0,12.5,7.5,58.8,21.200000000000003,50,0, TS
722,19420918,9,0,35.0,15.0,65.0,15.0,50,0, TS
723,19420927,9,0,29.8,9.8,63.5,16.5,50,0, TS
724,19420930,9,0,24.0,4.0,71.0,9.0,50,0, TD
725,19421010,10,0,29.6,9.600000000000001,71.3,8.700000000000003,50,1, TS
726,19421013,10,0,19.4,0.6000000000000014,76.9,3.0999999999999943,50,1, TD
727,19421105,11,1,21.8,1.8000000000000007,72.0,8.0,50,2, TS
728,19430725,7,1,28.0,8.0,87.7,7.700000000000003,50,2, TS
729,19430813,8,0,17.1,2.8999999999999986,60.5,19.5,50,1, TS
730,19430819,8,1,13.5,6.5,55.5,24.5,50,1, TS
731,19430901,9,1,24.5,4.5,59.5,20.5,60,0, TS
732,19430913,9,0,26.0,6.0,77.8,2.200000000000003,50,0, TD
733,19430915,9,1,23.8,3.8000000000000007,93.9,13.900000000000006,50,0, TS
734,19430928,9,0,29.0,9.0,65.8,14.200000000000003,50,0, TS
735,19431001,10,0,24.0,4.0,60.7,19.299999999999997,60,1, TS
736,19431011,10,1,12.7,7.300000000000001,60.5,19.5,50,1, TS
737,19431020,10,0,16.0,4.0,81.0,1.0,50,1, TD
738,19440713,7,1,19.6,0.3999999999999986,68.6,11.400000000000006,50,2, TD
739,19440724,7,0,13.4,6.6,56.6,23.4,50,2, TS
740,19440730,7,1,21.5,1.5,69.0,11.0,50,2, TS
741,19440816,8,1,12.1,7.9,59.5,20.5,50,1, TS
742,19440818,8,0,20.5,0.5,85.0,5.0,50,1, TD
743,19440909,9,0,25.0,5.0,95.0,15.0,50,0, TD
744,19440909,9,1,20.8,0.8000000000000007,58.5,21.5,50,0, TS
745,19440919,9,1,19.3,0.6999999999999993,83.6,3.5999999999999943,50,0, TS
746,19440921,9,1,17.1,2.8999999999999986,41.5,38.5,50,0, TS
747,19440930,9,0,33.1,13.100000000000001,44.1,35.9,50,0, TS
748,19440930,9,0,14.4,5.6,59.3,20.700000000000003,50,0, TS
749,19441011,10,1,35.5,15.5,40.4,39.6,50,1, TS
750,19441012,10,1,16.0,4.0,80.5,0.5,50,1, TD
751,19441101,11,0,12.2,7.800000000000001,81.3,1.2999999999999972,50,2, TD
752,19450620,6,1,19.0,1.0,85.7,5.700000000000003,50,3, TS
753,19450719,7,0,25.7,5.699999999999999,90.0,10.0,50,2, TD
754,19450802,8,0,13.6,6.4,58.3,21.700000000000003,50,1, TS
755,19450817,8,0,17.4,2.6000000000000014,53.5,26.5,50,1, TS
756,19450824,8,1,20.5,0.5,94.4,14.400000000000006,50,1, TS
757,19450829,8,0,13.6,6.4,82.3,2.299999999999997,50,1, TS
758,19450903,9,0,21.0,1.0,84.6,4.599999999999994,50,0, TD
759,19450909,9,0,16.4,3.6000000000000014,58.3,21.700000000000003,50,0, TS
760,19450912,9,1,19.0,1.0,58.5,21.5,65,0, HU
